id,label
515,14
516,1
517,9
518,10
519,14
520,24
521,18
522,6
523,26
524,1
525,14
526,11
527,7
528,16
529,1
530,8
531,2
532,16
533,20
534,13
535,5
536,20
537,22
538,2
539,14
540,5
541,21
542,27
543,17
544,24
545,17
546,22
547,24
548,22
549,5
550,27
551,20
552,14
553,17
554,5
555,21
556,9
557,14
558,7
559,16
560,5
561,16
562,11
563,20
564,20
565,23
566,0
567,0
568,24
569,24
570,25
571,3
572,18
573,27
574,22
575,16
576,22
577,19
578,24
579,16
580,10
581,13
582,2
583,9
584,17
585,1
586,17
587,18
588,5
589,10
590,28
591,0
592,1
593,17
594,3
595,27
596,20
597,18
598,2
599,3
600,5
601,24
602,21
603,0
604,4
605,12
606,1
607,9
608,0
609,23
610,18
611,25
612,4
613,3
614,20
615,0
616,22
617,17
618,15
619,21
620,27
621,7
622,10
623,27
624,28
625,21
626,4
627,25
628,14
629,17
630,27
631,14
632,7
633,4
634,3
635,1
636,20
637,9
638,19
639,6
640,15
641,17
642,20
643,2
644,28
645,3
646,21
647,6
648,4
649,7
650,9
651,13
652,25
653,15
654,21
655,9
656,0
657,22
658,11
659,20
660,5
661,5
662,2
663,11
664,4
665,0
666,28
667,5
668,5
669,23
670,0
671,7
672,26
673,19
674,18
675,3
676,26
677,24
678,21
679,10
680,13
681,6
682,9
683,11
684,10
685,24
686,9
687,20
688,22
689,0
690,13
691,14
692,20
693,8
694,16
695,16
696,26
697,0
698,5
699,26
700,20
701,16
702,5
703,7
704,8
705,9
706,27
707,23
708,5
709,7
710,22
711,21
712,6
713,9
714,5
715,17
716,3
717,21
718,9
719,23
720,20
721,18
722,16
723,0
724,21
725,9
726,5
727,18
728,7
729,22
730,5
731,10
732,1
733,26
734,8
735,6
736,17
737,3
738,19
739,14
740,8
741,6
742,17
743,20
744,24
745,17
746,17
747,8
748,15
749,22
750,26
751,4
752,5
753,23
754,8
755,13
756,2
757,25
758,6
759,14
760,15
761,5
762,28
763,4
764,18
765,14
766,13
767,9
768,10
769,18
770,19
771,18
772,0
773,20
774,24
775,19
776,23
777,17
778,14
779,6
780,16
781,1
782,4
783,25
784,27
785,15
786,22
787,27
788,23
789,7
790,18
791,14
792,5
793,7
794,27
795,20
796,10
797,4
798,16
799,6
800,18
801,23
802,2
803,16
804,26
805,0
806,3
807,24
808,25
809,21
810,18
811,6
812,18
813,25
814,5
815,7
816,19
817,4
818,8
819,0
820,2
821,18
822,5
823,26
824,20
825,25
826,17
827,6
828,2
829,19
830,9
831,13
832,23
833,6
834,13
835,26
836,7
837,26
838,19
839,25
840,0
841,10
842,7
843,16
844,18
845,16
846,4
847,0
848,4
849,0
850,17
851,20
852,23
853,2
854,11
855,0
856,21
857,18
858,27
859,11
860,26
861,17
862,8
863,5
864,18
865,21
866,21
867,27
868,5
869,28
870,0
871,19
872,24
873,20
874,24
875,8
876,5
877,21
878,11
879,7
880,10
881,9
882,23
883,17
884,3
885,4
886,2
887,13
888,12
889,1
890,8
891,28
892,14
893,23
894,14
895,5
896,10
897,5
898,6
899,1
900,3
901,6
902,1
903,11
904,6
905,15
906,0
907,17
908,25
909,15
910,14
911,9
912,6
913,15
914,22
915,27
916,8
917,24
918,12
919,2
920,3
921,1
922,1
923,12
924,26
925,20
926,15
927,23
928,18
929,18
930,5
931,5
932,24
933,14
934,6
935,20
936,20
937,20
938,9
939,10
940,4
941,20
942,2
943,18
944,15
945,17
946,7
947,11
948,1
949,13
950,23
951,0
952,21
953,18
954,21
955,20
956,19
957,22
958,21
959,7
960,19
961,23
962,2
963,21
964,0
965,22
966,5
967,20
968,2
969,4
970,16
971,16
972,4
973,3
974,27
975,14
976,20
977,9
978,2
979,5
980,15
981,2
982,22
983,10
984,8
985,3
986,0
987,21
988,18
989,22
990,9
991,22
992,9
993,26
994,12
995,27
996,7
997,20
998,20
999,1
1000,8
1001,15
1002,17
1003,6
1004,24
1005,6
1006,28
1007,24
1008,1
1009,14
1010,28
1011,18
1012,18
1013,21
1014,9
1015,13
1016,10
1017,19
1018,10
1019,23
1020,27
1021,21
1022,20
1023,28
1024,10
1025,10
1026,4
1027,24
1028,20
1029,16
1030,6
1031,5
1032,11
1033,1
1034,15
1035,6
1036,6
1037,6
1038,15
1039,23
1040,1
1041,18
1042,15
1043,4
1044,9
1045,16
1046,2
1047,28
1048,15
1049,1
1050,20
1051,27
1052,16
1053,11
1054,5
1055,21
1056,0
1057,21
1058,21
1059,3
1060,5
1061,4
1062,0
1063,1
1064,13
1065,14
1066,14
1067,13
1068,1
1069,7
1070,21
1071,21
1072,0
1073,0
1074,23
1075,20
1076,7
1077,0
1078,19
1079,20
1080,23
1081,27
1082,7
1083,14
1084,25
1085,27
1086,8
1087,14
1088,26
1089,8
1090,24
1091,9
1092,6
1093,23
1094,1
1095,0
1096,17
1097,24
1098,26
1099,11
1100,4
1101,9
1102,4
1103,20
1104,7
1105,5
1106,8
1107,0
1108,20
1109,10
1110,8
1111,7
1112,18
1113,14
1114,17
1115,27
1116,5
1117,9
1118,16
1119,9
1120,0
1121,15
1122,26
1123,5
1124,21
1125,9
1126,28
1127,1
1128,1
1129,1
1130,17
1131,14
1132,0
1133,1
1134,21
1135,7
1136,27
1137,4
1138,23
1139,7
1140,11
1141,20
1142,27
1143,27
1144,24
1145,14
1146,16
1147,12
1148,24
1149,27
1150,10
1151,28
1152,28
1153,15
1154,6
1155,22
1156,28
1157,24
1158,1
1159,14
1160,1
1161,17
1162,6
1163,0
1164,20
1165,16
1166,19
1167,9
1168,10
1169,18
1170,24
1171,5
1172,9
1173,10
1174,5
1175,7
1176,27
1177,0
1178,12
1179,9
1180,24
1181,20
1182,27
1183,20
1184,10
1185,17
1186,18
1187,5
1188,8
1189,4
1190,7
1191,24
1192,27
1193,9
1194,1
1195,14
1196,1
1197,8
1198,20
1199,13
1200,10
1201,5
1202,15
1203,6
1204,7
1205,1
1206,16
1207,27
1208,3
1209,20
1210,21
1211,18
1212,2
1213,1
1214,10
1215,20
1216,18
1217,20
1218,4
1219,0
1220,9
1221,10
1222,16
1223,8
1224,24
1225,10
1226,23
1227,11
1228,11
1229,12
1230,24
1231,5
1232,21
1233,5
1234,16
1235,19
1236,24
1237,22
1238,16
1239,16
1240,17
1241,17
1242,24
1243,16
1244,26
1245,5
1246,20
1247,24
1248,8
1249,16
1250,16
1251,27
1252,7
1253,25
1254,19
1255,28
1256,22
1257,14
1258,7
1259,21
1260,2
1261,7
1262,20
1263,0
1264,5
1265,9
1266,6
1267,28
1268,10
1269,7
1270,17
1271,9
1272,24
1273,18
1274,8
1275,20
1276,27
1277,6
1278,18
1279,20
1280,10
1281,5
1282,13
1283,28
1284,14
1285,28
1286,21
1287,5
1288,26
1289,2
1290,9
1291,8
1292,24
1293,20
1294,14
1295,27
1296,18
1297,19
1298,14
1299,26
1300,4
1301,16
1302,7
1303,19
1304,23
1305,15
1306,1
1307,28
1308,25
1309,7
1310,19
1311,1
1312,16
1313,9
1314,1
1315,11
1316,0
1317,1
1318,14
1319,24
1320,10
1321,26
1322,0
1323,6
1324,25
1325,23
1326,8
1327,21
1328,15
1329,20
1330,26
1331,23
1332,14
1333,13
1334,0
1335,17
1336,16
1337,28
1338,24
1339,1
1340,17
1341,1
1342,11
1343,9
1344,0
1345,23
1346,10
1347,6
1348,18
1349,26
1350,4
1351,10
1352,4
1353,26
1354,21
1355,9
1356,11
1357,9
1358,8
1359,28
1360,2
1361,15
1362,9
1363,26
1364,14
1365,17
1366,18
1367,20
1368,0
1369,26
1370,5
1371,20
1372,23
1373,28
1374,6
1375,23
1376,9
1377,13
1378,7
1379,2
1380,15
1381,5
1382,7
1383,26
1384,24
1385,5
1386,27
1387,16
1388,7
1389,20
1390,23
1391,1
1392,23
1393,9
1394,0
1395,20
1396,27
1397,13
1398,9
1399,16
1400,4
1401,11
1402,6
1403,25
1404,25
1405,10
1406,5
1407,6
1408,8
1409,5
1410,3
1411,28
1412,4
1413,23
1414,21
1415,24
1416,5
1417,27
1418,16
1419,18
1420,23
1421,0
1422,28
1423,11
1424,3
1425,5
1426,11
1427,27
1428,24
1429,2
1430,21
1431,23
1432,10
1433,27
1434,7
1435,18
1436,26
1437,0
1438,10
1439,18
1440,18
1441,21
1442,2
1443,13
1444,25
1445,17
1446,20
1447,24
1448,16
1449,19
1450,10
1451,21
1452,18
1453,3
1454,1
1455,11
1456,19
1457,16
1458,24
1459,28
1460,13
1461,14
1462,17
1463,9
1464,9
1465,5
1466,17
1467,1
1468,14
1469,27
1470,10
1471,4
1472,21
1473,14
1474,18
1475,26
1476,7
1477,10
1478,2
1479,19
1480,5
1481,5
1482,15
1483,17
1484,25
1485,4
1486,0
1487,13
1488,13
1489,16
1490,15
1491,10
1492,5
1493,25
1494,2
1495,1
1496,11
1497,11
1498,7
1499,9
1500,24
1501,25
1502,8
1503,3
1504,20
1505,0
1506,27
1507,24
1508,13
1509,14
1510,14
1511,9
1512,7
1513,16
1514,11
1515,28
1516,17
1517,14
1518,7
1519,4
1520,21
1521,14
1522,26
1523,16
1524,3
1525,9
1526,23
1527,22
1528,22
1529,17
1530,22
1531,5
1532,2
1533,0
1534,22
1535,9
1536,4
1537,21
1538,16
1539,8
1540,9
1541,7
1542,23
1543,9
1544,28
1545,1
1546,6
1547,20
1548,8
1549,2
1550,22
1551,16
1552,27
1553,27
1554,16
1555,0
1556,18
1557,9
1558,13
1559,23
1560,1
1561,16
1562,17
1563,18
1564,2
1565,5
1566,19
1567,2
1568,14
1569,1
1570,3
1571,0
1572,1
1573,4
1574,0
1575,26
1576,2
1577,0
1578,7
1579,0
1580,18
1581,12
1582,0
1583,11
1584,20
1585,13
1586,2
1587,26
1588,2
1589,7
1590,0
1591,18
1592,17
1593,21
1594,15
1595,23
1596,19
1597,24
1598,6
1599,27
1600,11
1601,3
1602,18
1603,27
1604,21
1605,14
1606,0
1607,1
1608,17
1609,6
1610,5
1611,5
1612,3
1613,16
1614,6
1615,27
1616,1
1617,20
1618,9
1619,12
1620,23
1621,15
1622,10
1623,0
1624,16
1625,23
1626,9
1627,18
1628,27
1629,22
1630,10
1631,9
1632,20
1633,28
1634,4
1635,0
1636,0
1637,7
1638,0
1639,3
1640,18
1641,16
1642,24
1643,1
1644,1
1645,24
1646,15
1647,8
1648,18
1649,0
1650,9
1651,10
1652,5
1653,0
1654,21
1655,8
1656,20
1657,5
1658,20
1659,6
1660,4
1661,3
1662,25
1663,2
1664,18
1665,20
1666,10
1667,7
1668,18
1669,21
1670,1
1671,0
1672,19
1673,20
1674,7
1675,9
1676,11
1677,13
1678,27
1679,27
1680,28
1681,10
1682,25
1683,1
1684,6
1685,5
1686,26
1687,9
1688,2
1689,5
1690,18
1691,4
1692,10
1693,5
1694,11
1695,5
1696,4
1697,0
1698,10
1699,24
1700,9
1701,22
1702,0
1703,11
1704,0
1705,23
1706,21
1707,18
1708,20
1709,15
1710,12
1711,11
1712,9
1713,16
1714,15
1715,4
1716,23
1717,15
1718,26
1719,16
1720,27
1721,8
1722,15
1723,3
1724,7
1725,16
1726,8
1727,15
1728,5
1729,5
1730,2
1731,10
1732,15
1733,9
1734,15
1735,27
1736,22
1737,5
1738,0
1739,26
1740,7
1741,25
1742,4
1743,10
1744,28
1745,17
1746,2
1747,17
1748,22
1749,11
1750,6
1751,5
1752,24
1753,1
1754,12
1755,10
1756,26
1757,1
1758,20
1759,9
1760,23
1761,9
1762,14
1763,23
1764,21
1765,12
1766,3
1767,26
1768,20
1769,1
1770,21
1771,17
1772,10
1773,18
1774,8
1775,0
1776,19
1777,8
1778,5
1779,1
1780,21
1781,27
1782,21
1783,16
1784,20
1785,24
1786,28
1787,4
1788,10
1789,19
1790,14
1791,16
1792,21
1793,9
1794,27
1795,16
1796,28
1797,28
1798,0
1799,7
1800,5
1801,14
1802,15
1803,18
1804,19
1805,25
1806,11
1807,23
1808,15
1809,20
1810,17
1811,2
1812,21
1813,14
1814,9
1815,15
1816,13
1817,27
1818,14
1819,14
1820,1
1821,16
1822,24
1823,23
1824,0
1825,5
1826,7
1827,5
1828,13
1829,28
1830,22
1831,0
1832,1
1833,27
1834,20
1835,0
1836,13
1837,11
1838,14
1839,5
1840,0
1841,0
1842,19
1843,6
1844,22
1845,27
1846,5
1847,7
1848,10
1849,9
1850,9
1851,9
1852,8
1853,13
1854,7
1855,6
1856,13
1857,10
1858,14
1859,6
1860,20
1861,6
1862,25
1863,21
1864,16
1865,8
1866,22
1867,1
1868,28
1869,9
1870,3
1871,16
1872,9
1873,24
1874,24
1875,10
1876,18
1877,8
1878,27
1879,5
1880,13
1881,9
1882,16
1883,7
1884,1
1885,21
1886,4
1887,9
1888,18
1889,18
1890,9
1891,17
1892,8
1893,19
1894,14
1895,24
1896,5
1897,7
1898,5
1899,10
1900,19
1901,15
1902,18
1903,11
1904,0
1905,18
1906,6
1907,26
1908,10
1909,15
1910,9
1911,16
1912,8
1913,1
1914,26
1915,21
1916,24
1917,25
1918,15
1919,11
1920,17
1921,10
1922,25
1923,18
1924,17
1925,8
1926,20
1927,10
1928,22
1929,20
1930,16
1931,25
1932,24
1933,19
1934,24
1935,14
1936,1
1937,11
1938,14
1939,17
1940,27
1941,5
1942,11
1943,16
1944,5
1945,10
1946,1
1947,0
1948,27
1949,3
1950,4
1951,14
1952,26
1953,27
1954,0
1955,0
1956,26
1957,14
1958,1
1959,16
1960,21
1961,1
1962,20
1963,8
1964,21
1965,14
1966,15
1967,10
1968,7
1969,18
1970,28
1971,8
1972,4
1973,27
1974,2
1975,11
1976,14
1977,15
1978,18
1979,5
1980,17
1981,6
1982,23
1983,21
1984,11
1985,25
1986,13
1987,21
1988,26
1989,24
1990,7
1991,9
1992,0
1993,21
1994,10
1995,14
1996,15
1997,5
1998,2
1999,20
2000,10
2001,28
2002,11
2003,9
2004,6
2005,4
2006,23
2007,0
2008,18
2009,7
2010,9
2011,20
2012,28
2013,21
2014,23
2015,24
2016,8
2017,16
2018,18
2019,18
2020,27
2021,20
2022,16
2023,6
2024,9
2025,13
2026,28
2027,22
2028,24
2029,11
2030,13
2031,0
2032,5
2033,12
2034,2
2035,23
2036,27
2037,10
2038,21
2039,23
2040,21
2041,24
2042,17
2043,16
2044,27
2045,22
2046,23
2047,5
2048,5
2049,12
2050,4
2051,3
2052,19
2053,0
2054,27
2055,9
2056,23
2057,17
2058,26
2059,20
2060,21
2061,4
2062,28
2063,17
2064,24
2065,9
2066,6
2067,11
2068,11
2069,27
2070,18
2071,8
2072,22
2073,10
2074,17
2075,16
2076,28
2077,23
2078,12
2079,14
2080,5
2081,25
2082,23
2083,11
2084,18
2085,1
2086,24
2087,5
2088,4
2089,2
2090,9
2091,8
2092,8
2093,26
2094,24
2095,15
2096,25
2097,24
2098,2
2099,4
2100,16
2101,7
2102,9
2103,2
2104,21
2105,21
2106,5
2107,17
2108,2
2109,2
2110,14
2111,24
2112,17
2113,25
2114,10
2115,11
2116,16
2117,10
2118,16
2119,8
2120,20
2121,5
2122,23
2123,10
2124,23
2125,26
2126,6
2127,19
2128,8
2129,5
2130,0
2131,11
2132,14
2133,4
2134,21
2135,16
2136,28
2137,28
2138,23
2139,1
2140,24
2141,19
2142,24
2143,20
2144,7
2145,14
2146,20
2147,26
2148,11
2149,9
2150,9
2151,28
2152,14
2153,26
2154,7
2155,16
2156,19
2157,4
2158,4
2159,3
2160,5
2161,17
2162,27
2163,17
2164,3
2165,7
2166,9
2167,16
2168,10
2169,5
2170,9
2171,9
2172,9
2173,1
2174,5
2175,6
2176,15
2177,1
2178,26
2179,28
2180,10
2181,25
2182,15
2183,0
2184,20
2185,17
2186,6
2187,5
2188,24
2189,14
2190,22
2191,22
2192,3
2193,10
2194,17
2195,16
2196,12
2197,4
2198,7
2199,1
2200,13
2201,1
2202,2
2203,22
2204,16
2205,22
2206,15
2207,7
2208,27
2209,27
2210,27
2211,26
2212,18
2213,11
2214,1
2215,23
2216,11
2217,16
2218,19
2219,18
2220,14
2221,28
2222,13
2223,11
2224,19
2225,12
2226,19
2227,2
2228,23
2229,26
2230,0
2231,16
2232,20
2233,14
2234,13
2235,13
2236,16
2237,17
2238,1
2239,17
2240,20
2241,21
2242,8
2243,5
2244,8
2245,13
2246,15
2247,3
2248,0
2249,28
2250,14
2251,28
2252,15
2253,15
2254,8
2255,24
2256,17
2257,28
2258,28
2259,3
2260,2
2261,28
2262,17
2263,22
2264,21
2265,26
2266,7
2267,18
2268,22
2269,23
2270,22
2271,17
2272,26
2273,1
2274,5
2275,25
2276,12
2277,10
2278,23
2279,15
2280,25
2281,16
2282,0
2283,14
2284,4
2285,20
2286,21
2287,18
2288,16
2289,10
2290,8
2291,19
2292,18
2293,9
2294,15
2295,13
2296,14
2297,11
2298,8
2299,1
2300,2
2301,27
2302,9
2303,4
2304,7
2305,28
2306,16
2307,24
2308,28
2309,20
2310,23
2311,17
2312,14
2313,27
2314,10
2315,8
2316,21
2317,26
2318,17
2319,23
2320,2
2321,3
2322,20
2323,5
2324,17
2325,23
2326,14
2327,6
2328,1
2329,10
2330,1
2331,27
2332,16
2333,1
2334,19
2335,20
2336,5
2337,6
2338,15
2339,20
2340,17
2341,23
2342,23
2343,10
2344,17
2345,16
2346,5
2347,28
2348,14
2349,4
2350,2
2351,7
2352,5
2353,0
2354,24
2355,3
2356,0
2357,20
2358,2
2359,17
2360,4
2361,9
2362,18
2363,23
2364,4
2365,21
2366,21
2367,25
2368,26
2369,21
2370,19
2371,20
2372,26
2373,10
2374,26
2375,13
2376,16
2377,9
2378,7
2379,1
2380,17
2381,10
2382,1
2383,25
2384,17
2385,0
2386,10
2387,0
2388,9
2389,20
2390,2
2391,27
2392,23
2393,15
2394,25
2395,11
2396,12
2397,18
2398,10
2399,9
2400,20
2401,16
2402,16
2403,15
2404,26
2405,0
2406,6
2407,24
2408,20
2409,24
2410,25
2411,26
2412,26
2413,16
2414,3
2415,0
2416,13
2417,17
2418,25
2419,11
2420,16
2421,28
2422,27
2423,21
2424,7
2425,24
2426,26
2427,24
2428,12
2429,0
2430,26
2431,7
2432,2
2433,3
2434,0
2435,23
2436,20
2437,20
2438,4
2439,3
2440,0
2441,16
2442,4
2443,8
2444,7
2445,14
2446,22
2447,23
2448,2
2449,5
2450,15
2451,8
2452,26
2453,7
2454,1
2455,21
2456,2
2457,9
2458,18
2459,26
2460,22
2461,14
2462,1
2463,13
2464,2
2465,10
2466,17
2467,24
2468,4
2469,9
2470,1
2471,5
2472,21
2473,1
2474,15
2475,24
2476,2
2477,19
2478,27
2479,2
2480,8
2481,16
2482,20
2483,22
2484,7
2485,5
2486,3
2487,6
2488,21
2489,10
2490,5
2491,26
2492,27
2493,5
2494,28
2495,4
2496,21
2497,25
2498,23
2499,0
2500,14
2501,20
2502,13
2503,5
2504,24
2505,15
2506,22
2507,16
2508,24
2509,15
2510,7
2511,5
2512,6
2513,18
2514,20
2515,22
2516,27
2517,22
2518,8
2519,26
2520,7
2521,20
2522,26
2523,22
2524,7
2525,15
2526,11
2527,8
2528,18
2529,22
2530,25
2531,4
2532,1
2533,4
2534,12
2535,9
2536,27
2537,9
2538,21
2539,2
2540,8
2541,18
2542,10
2543,22
2544,26
2545,11
2546,17
2547,16
2548,17
2549,0
2550,5
2551,5
2552,1
2553,26
2554,23
2555,5
2556,9
2557,26
2558,20
2559,7
2560,3
2561,28
2562,28
2563,4
2564,26
2565,25
2566,13
2567,12
2568,16
2569,16
2570,8
2571,10
2572,16
2573,7
2574,16
2575,1
2576,14
2577,21
2578,0
2579,16
2580,7
2581,23
2582,20
2583,0
2584,22
2585,10
2586,12
2587,21
2588,7
2589,5
2590,17
2591,1
2592,5
2593,22
2594,8
2595,9
2596,9
2597,24
2598,27
2599,27
2600,17
2601,17
2602,2
2603,20
2604,17
2605,19
2606,1
2607,26
2608,12
2609,27
2610,16
2611,17
2612,22
2613,14
2614,16
2615,5
2616,26
2617,17
2618,20
2619,20
2620,22
2621,1
2622,1
2623,5
2624,0
2625,11
2626,12
2627,9
2628,23
2629,22
2630,13
2631,23
2632,25
2633,11
2634,0
2635,15
2636,16
2637,27
2638,8
2639,8
2640,11
2641,0
2642,22
2643,14
2644,20
2645,22
2646,23
2647,7
2648,17
2649,16
2650,10
2651,22
2652,15
2653,5
2654,9
2655,10
2656,3
2657,4
2658,19
2659,11
2660,4
2661,9
2662,4
2663,21
2664,7
2665,19
2666,6
2667,18
2668,6
2669,9
2670,13
2671,21
2672,23
2673,25
2674,27
2675,24
2676,19
2677,11
2678,22
2679,0
2680,18
2681,21
2682,15
2683,21
2684,18
2685,20
2686,0
2687,7
2688,4
2689,25
2690,5
2691,8
2692,8
2693,23
2694,20
2695,23
2696,2
2697,5
2698,21
2699,10
2700,24
2701,24
2702,18
2703,9
2704,12
2705,14
2706,8
2707,5
2708,26
2709,22
2710,19
2711,23
2712,22
2713,18
2714,27
2715,14
2716,15
2717,8
2718,9
2719,23
2720,11
2721,18
2722,26
2723,20
2724,17
2725,27
2726,7
2727,0
2728,21
2729,11
2730,9
2731,21
2732,17
2733,1
2734,17
2735,6
2736,21
2737,14
2738,11
2739,11
2740,14
2741,14
2742,22
2743,28
2744,27
2745,1
2746,14
2747,28
2748,0
2749,14
2750,6
2751,4
2752,11
2753,11
2754,24
2755,18
2756,24
2757,22
2758,13
2759,1
2760,20
2761,3
2762,16
2763,22
2764,9
2765,17
2766,7
2767,2
2768,27
2769,20
2770,6
2771,15
2772,22
2773,23
2774,2
2775,6
2776,8
2777,23
2778,27
2779,20
2780,4
2781,2
2782,6
2783,2
2784,20
2785,26
2786,9
2787,18
2788,8
2789,10
2790,3
2791,13
2792,16
2793,6
2794,8
2795,5
2796,21
2797,4
2798,1
2799,11
2800,21
2801,20
2802,18
2803,0
2804,11
2805,2
2806,7
2807,17
2808,16
2809,12
2810,4
2811,27
2812,22
2813,22
2814,14
2815,25
2816,13
2817,14
2818,24
2819,11
2820,17
2821,3
2822,3
2823,20
2824,1
2825,5
2826,23
2827,15
2828,19
2829,18
2830,27
2831,7
2832,9
2833,13
2834,17
2835,20
2836,21
2837,24
2838,14
2839,21
2840,24
2841,17
2842,28
2843,16
2844,18
2845,23
2846,24
2847,10
2848,5
2849,9
2850,21
2851,20
2852,27
2853,20
2854,4
2855,23
2856,5
2857,7
2858,23
2859,16
2860,24
2861,20
2862,13
2863,25
2864,0
2865,21
2866,1
2867,19
2868,9
2869,0
2870,21
2871,20
2872,7
2873,0
2874,24
2875,11
2876,20
2877,2
2878,2
2879,9
2880,6
2881,5
2882,5
2883,28
2884,18
2885,6
2886,17
2887,20
2888,26
2889,8
2890,10
2891,9
2892,14
2893,18
2894,5
2895,13
2896,26
2897,13
2898,13
2899,26
